keyword,title,price,rating,reviews,platform,delivery,brand,price_range,popularity_score,raw_price,discount
Smart Phones,Apple iPhone 17 Pro,1299.99,3.7,15000,Boost Mobile,Unknown,Apple,low-Budget,35.578726934756894,1299.99,0
Smart Phones,Motorola Moto G Power 2026 Smartphone in Evening Blue 128GB,229.99,4.4,140000,Consumer Cellular,Free delivery by Wed,Motorola,low-Budget,52.137381315461525,229.99,0
Smart Phones,Google Pixel 10 Pro XL,1199.0,4.5,23000,Google Store,Free delivery,Google,low-Budget,45.19481837502152,1199.0,0
Smart Phones,Samsung Galaxy A37 5G 128GB Awesome Charcoal,49.99,4.4,73000,Cricket Wireless,Free delivery,Samsung,low-Budget,49.272205042134104,49.99,0
Smart Phones,Unihertz Jelly 2E 4gb/64gb 3,159.99,4.2,770,Unihertz,Free delivery,Unknown,low-Budget,27.920291168965985,159.99,0
Smart Phones,Total Wireless Motorola 2025 Moto g 5G,39.99,4.2,880,Best Buy,Free delivery by Mon,Motorola,low-Budget,28.480442028931957,39.99,0
Smart Phones,Samsung Galaxy Z Fold7 Smartphone,1649.99,4.7,260000,Walmart - HotDeals,Free delivery,Samsung,low-Budget,58.60167155387734,1649.99,0
Smart Phones,Motorola moto G Power,399.99,4.2,1880,Motorola - United States,Free delivery,Motorola,low-Budget,31.666147083064327,399.99,0
Smart Phones,Apple iPhone 17e,599.0,4.6,35000,NFM,Unknown,Apple,low-Budget,48.13040679286304,599.0,0
Smart Phones,Samsung Galaxy S26 Ultra 256GB Black,699.99,4.4,73000,Cricket Wireless,Free delivery,Samsung,low-Budget,49.272205042134104,699.99,0
Smart Phones,Google Pixel 10 128GB Indigo,799.0,4.4,1110,Google Store,Free delivery,Google,low-Budget,30.857269474414377,799.0,0
Smart Phones,Apple iPhone 15 128GB,629.99,4.7,880,Boost Mobile,Unknown,Apple,low-Budget,31.870970841900046,629.99,0
Washing Machines,Whirlpool 3.5 Cu. Ft. Top Load Washer WTW4816FW,499.0,3.9,260000,Lowe's,Unknown,Whirlpool,low-Budget,48.62691894896204,499.0,0
Washing Machines,Maytag 4.2 Cu. Ft. Capacity Top Load Washer,559.0,4.0,17000,Appliance Factory & Mattress Kingdom,Unknown,Unknown,low-Budget,38.96410977935091,559.0,0
Washing Machines,Samsung 4.5 Cu. Ft. Top Load Washer with Vibration Reduction Technology+ wa45t3200aw,549.0,4.3,80000,Lowe's,Unknown,Samsung,low-Budget,48.54611597838495,549.0,0
Washing Machines,LG 4.1 Cu. ft Agitator Top Load Washer with TurboDrum Technology,548.97,4.2,57000,PC Richard & Son,Unknown,LG,low-Budget,45.993461180194274,548.97,0
Washing Machines,Insignia 4.1 Cu. Ft. Top Load Washer with ColdMotion Technology,449.99,4.6,8930,Best Buy,Free delivery,Insignia,low-Budget,41.847504788545876,449.99,0
Washing Machines,Maytag Top Load Washer with Deep Fill,799.0,3.8,240000,Home Depot,Unknown,Unknown,low-Budget,47.075913802132035,799.0,0
Washing Machines,GE 4.5 Cu ft Capacity Washer with Stainless Steel Basket and Cold Plus,599.0,4.2,97000,Lowe's,Unknown,GE,low-Budget,48.22640158018507,599.0,0
Washing Machines,GE 4.5 Cu. Ft. Capacity Washer with Water Level Control,649.0,4.3,25000,Bray & Scarff,Unknown,GE,low-Budget,43.544685743116545,649.0,0
Washing Machines,Amana 3.8 Cu. Ft. Large Capacity Top Load Washer with High-Efficiency Agitator,499.0,3.7,35000,Home Depot,Unknown,Unknown,low-Budget,38.71358807252028,499.0,0
Washing Machines,Hotpoint 4.0 Cu. Ft. Capacity Washer with Stainless Steel,498.12,4.1,26000,Electronic Express,Free delivery,Hotpoint,low-Budget,41.68015013899006,498.12,0
Washing Machines,4.2-4.3 Cu. Ft. Whirlpool Top Load Washer with 2-in-1 Removable Agitator and Soft Close Glass Lid wtw4307sw,588.0,4.1,24000,Abt Electronics & Appliances,Unknown,Whirlpool,low-Budget,41.35198817802774,588.0,0
Washing Machines,Roper by Whirlpool High Efficiency Agitator Large Top-Load Washer Stainless Steel rtw3005tw,499.0,4.3,1680,Lowe's,Unknown,Whirlpool,low-Budget,31.936719773657046,499.0,0
Washing Machines,Insignia 3.7 Cu. Ft. High Efficiency 12-Cycle Top-Loading Washer,399.99,4.3,24000,Best Buy,Free delivery,Insignia,low-Budget,43.369158333053484,399.99,0
Washing Machines,Midea Top Load Washer 4.1 Cu ft mltw41a1bww,478.97,4.2,270,PC Richard & Son,Unknown,Unknown,low-Budget,23.528899047694747,478.97,0
Washing Machines,Samsung 4.5 Cu. ft Front Load Washer,799.0,4.4,80000,cityhome.com,Unknown,Samsung,low-Budget,49.67509541974274,799.0,0
Washing Machines,Speed Queen TC5 3.2 Cu. Ft. Matte Black Top Load Washer,1599.0,4.7,1400,Famous Tate Appliance & Bedding Centers,Free delivery,Unknown,low-Budget,34.051225267783934,1599.0,0
Washing Machines,Samsung 4.5 Cu. Ft. White Front Load Washer,729.0,4.2,62000,Lowe's,Unknown,Samsung,low-Budget,46.34660433030354,729.0,0
Washing Machines,Maytag 5.3 Cu. ft Smart Top Load Impeller Washer with Extra Power,510.99,3.8,5340,Pateora,Free delivery,Unknown,low-Budget,32.61603908529113,510.99,0
Washing Machines,Speed Queen tr3006wn Top Load Washer,1299.0,4.5,14000,Bray & Scarff,Unknown,Unknown,low-Budget,42.960978155780666,1299.0,0
Washing Machines,"GE 4.3 Cu. Ft. Capacity Washer with Stainless Steel Basket,Cold Plus and Water Level Control",567.0,4.2,24000,ABC Warehouse,Unknown,GE,low-Budget,42.360573255540615,567.0,0
Washing Machines,GE 4.0 Cu. Ft. Capacity Washer with Stainless Steel Basket and Water Level Control,529.2,4.0,27000,Famous Tate Appliance & Bedding Centers,Free delivery,GE,low-Budget,40.81451672535059,529.2,0
Washing Machines,Maytag 4.3 Cu. Ft. Capacity Top Load Washer,569.0,3.9,910,Home Depot,Unknown,Unknown,low-Budget,26.576717299313838,569.0,0
Washing Machines,Samsung 5.2 cu. ft. Top Load Washer with Super Speed Wash,699.0,4.4,22000,Lowe's,Unknown,Samsung,low-Budget,43.99491001775268,699.0,0
Washing Machines,Maytag Top Load Washer with Extra Power,899.99,3.8,100000,Best Buy,Free delivery,Unknown,low-Budget,43.74915476669687,899.99,0
Washing Machines,Whirlpool 5.2 5.3 Cu. ft Top Load Washer 2 in 1 Removable Agitator,998.0,4.0,90000,Abt Electronics & Appliances,Unknown,Whirlpool,low-Budget,45.63030424144714,998.0,0
Washing Machines,Speed Queen White Top Load Washer tr7006wn,1599.96,4.6,36000,Deranleau's,Unknown,Unknown,low-Budget,48.25998917621905,1599.96,0
Washing Machines,LG 5.0 Cu. Ft. Mega Capacity Top Load Washer with Turbodrum,699.0,4.1,41000,Home Depot,Unknown,LG,low-Budget,43.547542116094924,699.0,0
Washing Machines,4.3 Cu. Ft. Whirlpool Top Load Impeller Washer with Quick Wash Cycle and Soft Close Glass Lid wtw4300sw,549.0,3.8,960,Lowe's,Unknown,Whirlpool,low-Budget,26.09830275408711,549.0,0
Washing Machines,Speed Queen White Top Load Washer tr5006wn,1399.0,4.6,35000,Slyman Bros,Free delivery by Tue,Unknown,low-Budget,48.13040679286304,1399.0,0
Washing Machines,Samsung 5.0 Cu. Ft. Smart Front Load Washer with Super Speed Wash & Steam,949.12,4.5,42000,Best Buy,Unknown,Samsung,low-Budget,47.90451917927643,949.12,0
Washing Machines,Whirlpool 4.2 4.3 Cu. ft Top Load Washer with 2-in-1 Removable Agitator wtw4107sw,549.0,3.8,11000,Town Appliance,Unknown,Whirlpool,low-Budget,35.36181753560985,549.0,0
Washing Machines,Samsung 5.2 Cu. ft Top Load Washer,699.0,4.4,9020,Home Depot,Unknown,Samsung,low-Budget,40.07216607528922,699.0,0
Washing Machines,GE Profile 5.0 Cu. Ft. Top Load Washer with Smarter Wash Technology & FlexDispense,499.99,4.0,74000,Ace Family Hardware,Unknown,GE,low-Budget,44.84733554243405,499.99,0
Washing Machines,LG Top Load Washer,849.0,4.5,1560,Lowe's,Unknown,LG,low-Budget,33.08886864231945,849.0,0
Washing Machines,"Top Load Washing Machine 17.7 lbs Full Automatic Clothes Washer with 10 Programs & 8 Water Levels for Apartment,Bathroom trumanpick",194.99,3.4,450,Walmart,Free delivery,Unknown,low-Budget,20.778988954309106,194.99,0
Washing Machines,Maytag 4.8 Cu Ft. Top Load Impeller Washer with Extra Power and Pet Pro Option,779.99,3.9,1720,Kelly's Home Center,Free delivery,Unknown,low-Budget,29.057577105225004,779.99,0
Washing Machines,LG 4.5 Cu ft Front Load Washer,799.99,4.3,3710,Best Buy,Free delivery,LG,low-Budget,35.34194364256057,799.99,0
Washing Machines,Maytag Commercial-Grade Residential Agitator Washer,1097.0,3.7,2050,Home Depot,Unknown,Unknown,low-Budget,28.21650620486781,1097.0,0
Washing Machines,Bosch wga14400uc 300 Series Compact Washer,1349.0,3.8,430,Abt Electronics & Appliances,Free delivery,Bosch,low-Budget,23.05121074239424,1349.0,0
Washing Machines,Speed Queen Washer awn63rsn115tw01,1399.0,5.0,10,Hartville Hardware,Free delivery by Fri,Unknown,low-Budget,11.989476363991853,1399.0,0
Washing Machines,Amana 3.8 Cu. Ft. Large Capacity Top Load Washer with High-Efficiency Agitator,499.0,3.7,35000,Home Depot,Unknown,Unknown,low-Budget,38.71358807252028,499.0,0
Washing Machines,Samsung 4.5 Cu. Ft. Top Load Washer with Vibration Reduction Technology+ wa45t3200aw,549.0,4.3,80000,Lowe's,Unknown,Samsung,low-Budget,48.54611597838495,549.0,0
Washing Machines,Insignia 4.1 Cu. Ft. Top Load Washer with ColdMotion Technology,449.99,4.6,8930,Best Buy,Free delivery,Insignia,low-Budget,41.847504788545876,449.99,0
Washing Machines,4.2-4.3 Cu. Ft. Whirlpool Top Load Washer with 2-in-1 Removable Agitator and Soft Close Glass Lid wtw4307sw,588.0,4.1,24000,Abt Electronics & Appliances,Unknown,Whirlpool,low-Budget,41.35198817802774,588.0,0
Washing Machines,Maytag Top Load Washer with Deep Fill,579.0,3.8,240000,Brothers Main,Free delivery,Unknown,low-Budget,47.075913802132035,579.0,0
Washing Machines,Electrolux Front Load Washer,779.0,4.4,6250,Electrolux,Free delivery,Unknown,low-Budget,38.45818561169998,779.0,0
Washing Machines,"GE 4.3 Cu. Ft. Capacity Washer with Stainless Steel Basket,Cold Plus and Water Level Control",567.0,4.2,24000,ABC Warehouse,Unknown,GE,low-Budget,42.360573255540615,567.0,0
Washing Machines,Roper by Whirlpool High Efficiency Agitator Large Top-Load Washer Stainless Steel rtw3005tw,499.0,4.3,1680,Lowe's,Unknown,Whirlpool,low-Budget,31.936719773657046,499.0,0
Washing Machines,Speed Queen Washer awn63rsn115tw01,1399.0,5.0,10,Hartville Hardware,Free delivery by Fri,Unknown,low-Budget,11.989476363991853,1399.0,0
Washing Machines,Samsung 4.5 Cu. ft Front Load Washer,799.0,4.4,80000,Home Depot,Unknown,Samsung,low-Budget,49.67509541974274,799.0,0
Washing Machines,Maytag Top Load Washer with Extra Power,899.99,3.8,100000,Best Buy,Free delivery,Unknown,low-Budget,43.74915476669687,899.99,0
Washing Machines,Hotpoint 4.0 Cu. Ft. Capacity Washer with Stainless Steel,498.12,4.1,26000,Electronic Express,Free delivery,Hotpoint,low-Budget,41.68015013899006,498.12,0
Washing Machines,Bosch wga14400uc 300 Series Compact Washer,1349.0,3.8,430,Abt Electronics & Appliances,Free delivery,Bosch,low-Budget,23.05121074239424,1349.0,0
Washing Machines,Whirlpool 3.5 Cu. Ft. Top Load Washer WTW4816FW,499.0,3.9,260000,Lowe's,Unknown,Whirlpool,low-Budget,48.62691894896204,499.0,0
Washing Machines,LG 4.5 Cu. Ft. Ultra Large Capacity Front Load Washer,928.8,4.3,50000,NFM,Unknown,LG,low-Budget,46.52513262210423,928.8,0
Washing Machines,Insignia 3.7 Cu. Ft. High Efficiency 12-Cycle Top-Loading Washer,399.99,4.3,24000,Best Buy,Free delivery,Insignia,low-Budget,43.369158333053484,399.99,0
Washing Machines,Maytag 4.2 Cu. Ft. Capacity Top Load Washer,569.0,4.0,17000,Home Depot,Unknown,Unknown,low-Budget,38.96410977935091,569.0,0
Washing Machines,Midea Top Load Washer 4.1 Cu ft mltw41a1bww,478.97,4.2,270,PC Richard & Son,Unknown,Unknown,low-Budget,23.528899047694747,478.97,0
Washing Machines,Samsung 5.2 cu. ft. Top Load Washer with Super Speed Wash,699.0,4.4,22000,Lowe's,Unknown,Samsung,low-Budget,43.99491001775268,699.0,0
Washing Machines,GE 4.5 Cu. Ft. Capacity Washer with Water Level Control,649.0,4.3,25000,Bray & Scarff,Unknown,GE,low-Budget,43.544685743116545,649.0,0
Washing Machines,LG 4.5 Cu ft Front Load Washer,799.99,4.3,3710,Best Buy,Free delivery,LG,low-Budget,35.34194364256057,799.99,0
Washing Machines,4.1 Cu. Ft. Top Load Washer Frigidaire,642.01,4.0,1980,Town Appliance,Unknown,Frigidaire,low-Budget,30.365428186794205,642.01,0
Washing Machines,Whirlpool 5.2 5.3 Cu. ft Top Load Washer 2 in 1 Removable Agitator,998.0,4.0,90000,Abt Electronics & Appliances,Unknown,Whirlpool,low-Budget,45.63030424144714,998.0,0
Washing Machines,Samsung 5.2 Cu. ft Top Load Washer,699.0,4.4,9020,Home Depot,Unknown,Samsung,low-Budget,40.07216607528922,699.0,0
Washing Machines,Samsung 4.5 Cu. Ft. White Front Load Washer,729.0,4.2,62000,Lowe's,Unknown,Samsung,low-Budget,46.34660433030354,729.0,0
Washing Machines,Speed Queen TC5 3.2 Cu. Ft. Matte Black Top Load Washer,1599.0,4.7,1400,Famous Tate Appliance & Bedding Centers,Free delivery,Unknown,low-Budget,34.051225267783934,1599.0,0
Washing Machines,LG 5.0 Cu. ft Front Load Washer,799.99,4.5,14000,Best Buy,Free delivery,LG,low-Budget,42.960978155780666,799.99,0
Washing Machines,Samsung 4.7 cu. ft. Top Load Washer,594.0,4.2,12000,BrandsMart USA,Unknown,Samsung,low-Budget,39.449530086252054,594.0,0
Washing Machines,BLACK+DECKER 2.7 Cu.Ft. Front Load Washer,869.99,2.6,80,Wayfair,Unknown,Unknown,low-Budget,11.425567802148342,869.99,0
Washing Machines,LG Top Load Washer,849.0,4.5,1560,Lowe's,Unknown,LG,low-Budget,33.08886864231945,849.0,0
Washing Machines,MELEZOOM 1.38 cu. ft. 17.7 lbs. Full-Automatic Top Load Washer,199.0,5.0,10,Home Depot,Free delivery,Unknown,low-Budget,11.989476363991853,199.0,0
Washing Machines,Miele wxc280wcs WXC280 WCS Steam W1 Front-loading Washing Machine,1999.0,4.3,24000,Best Buy,Free delivery by Tue,Unknown,low-Budget,43.369158333053484,1999.0,0
Washing Machines,GE Profile 5.5 Cu. Ft. Capacity Smart Front Load Energy STAR Steam Washer,1198.97,3.3,2380,PC Richard & Son,Unknown,GE,low-Budget,25.658410293406646,1198.97,0
Washing Machines,Costway Full Automatic Washing Machine with 8 Preset Programs,184.99,4.18,6100,Costway,Free delivery by Thu,Unknown,low-Budget,36.433749319414744,184.99,0
Washing Machines,GE 4.0 Cu. Ft. Capacity Washer with Stainless Steel Basket and Water Level Control,529.2,4.0,27000,Famous Tate Appliance & Bedding Centers,Free delivery,GE,low-Budget,40.81451672535059,529.2,0
Washing Machines,Samsung 5.1 Cu. Ft. White Agitator Top Load Washer,699.0,4.6,7780,Lowe's,Unknown,Samsung,low-Budget,41.21342466063788,699.0,0
Washing Machines,LG 5.5 Cu. ft Top Load Washer,439.6,4.3,6030,Serigrafia.eus,Unknown,LG,low-Budget,37.430072887839245,439.6,0
Washing Machines,Samsung 5.0 Cu. Ft. Ivory Front Load Washer with Super Speed Wash and Steam,949.0,4.5,42000,Home Depot,Unknown,Samsung,low-Budget,47.90451917927643,949.0,0
Washing Machines,Whirlpool 4.5 Cu. Ft. Top Load Agitator Washer with Built-In Faucet,648.0,3.8,14000,BrandsMart USA,Unknown,Whirlpool,low-Budget,36.27815933154811,648.0,0
Washing Machines,Whirlpool 3.5 Cu. Ft. Top Load Washer WTW4816FW,499.0,3.9,260000,Lowe's,Unknown,Whirlpool,low-Budget,48.62691894896204,499.0,0
Washing Machines,Maytag 4.2 Cu. Ft. Capacity Top Load Washer,569.0,4.0,17000,Home Depot,Unknown,Unknown,low-Budget,38.96410977935091,569.0,0
Washing Machines,Samsung 4.5 Cu. Ft. Top Load Washer with Vibration Reduction Technology+ wa45t3200aw,549.0,4.3,80000,Lowe's,Unknown,Samsung,low-Budget,48.54611597838495,549.0,0
Washing Machines,Insignia 4.1 Cu. Ft. Top Load Washer with ColdMotion Technology,449.99,4.6,8930,Best Buy,Free delivery,Insignia,low-Budget,41.847504788545876,449.99,0
Washing Machines,LG 4.1 Cu. ft Agitator Top Load Washer with TurboDrum Technology,548.97,4.2,57000,PC Richard & Son,Unknown,LG,low-Budget,45.993461180194274,548.97,0
Washing Machines,Maytag 5.3 Cu. ft Smart Top Load Impeller Washer with Extra Power,510.99,3.8,5340,Pateora,Free delivery,Unknown,low-Budget,32.61603908529113,510.99,0
Washing Machines,GE 4.5 Cu ft Capacity Washer with Stainless Steel Basket and Cold Plus,599.0,4.2,97000,Lowe's,Unknown,GE,low-Budget,48.22640158018507,599.0,0
Washing Machines,Amana 3.8 Cu. Ft. Large Capacity Top Load Washer with High-Efficiency Agitator,499.0,3.7,35000,Home Depot,Unknown,Unknown,low-Budget,38.71358807252028,499.0,0
Washing Machines,Hotpoint 4.0 Cu. Ft. Capacity Washer with Stainless Steel,498.12,4.1,26000,Electronic Express,Free delivery,Hotpoint,low-Budget,41.68015013899006,498.12,0
Washing Machines,Maytag Top Load Washer with Deep Fill,579.0,3.8,240000,Brothers Main,Free delivery,Unknown,low-Budget,47.075913802132035,579.0,0
Washing Machines,GE 4.5 Cu. Ft. Capacity Washer with Water Level Control,649.0,4.3,25000,Bray & Scarff,Unknown,GE,low-Budget,43.544685743116545,649.0,0
Washing Machines,Insignia 3.7 Cu. Ft. High Efficiency 12-Cycle Top-Loading Washer,399.99,4.3,24000,Best Buy,Free delivery,Insignia,low-Budget,43.369158333053484,399.99,0
Washing Machines,4.2-4.3 Cu. Ft. Whirlpool Top Load Washer with 2-in-1 Removable Agitator and Soft Close Glass Lid wtw4307sw,588.0,4.1,24000,Abt Electronics & Appliances,Unknown,Whirlpool,low-Budget,41.35198817802774,588.0,0
Washing Machines,Samsung 4.5 Cu. Ft. White Front Load Washer,729.0,4.2,62000,Lowe's,Unknown,Samsung,low-Budget,46.34660433030354,729.0,0
Washing Machines,Midea Top Load Washer 4.1 Cu ft mltw41a1bww,478.97,4.2,270,PC Richard & Son,Unknown,Unknown,low-Budget,23.528899047694747,478.97,0
Washing Machines,Speed Queen White Top Load Washer tr5006wn,1399.0,4.6,35000,Slyman Bros,Free delivery by Tue,Unknown,low-Budget,48.13040679286304,1399.0,0
Washing Machines,GE Profile 5.0 Cu. Ft. Top Load Washer with Smarter Wash Technology & FlexDispense,499.99,4.0,74000,Ace Family Hardware,Unknown,GE,low-Budget,44.84733554243405,499.99,0
Washing Machines,Maytag 4.8 Cu Ft. Top Load Impeller Washer with Extra Power and Pet Pro Option,563.34,3.9,1720,Appliance Direct,Unknown,Unknown,low-Budget,29.057577105225004,563.34,0
Washing Machines,Samsung 4.5 Cu. ft Front Load Washer,799.0,4.4,80000,cityhome.com,Unknown,Samsung,low-Budget,49.67509541974274,799.0,0
Washing Machines,GE 4.0 Cu. Ft. Capacity Washer with Stainless Steel Basket and Water Level Control,529.2,4.0,27000,Famous Tate Appliance & Bedding Centers,Free delivery,GE,low-Budget,40.81451672535059,529.2,0
Washing Machines,Maytag 4.3 Cu. Ft. Capacity Top Load Washer,569.0,3.9,910,Lowe's,Unknown,Unknown,low-Budget,26.576717299313838,569.0,0
Washing Machines,Speed Queen tr3006wn Top Load Washer,1299.0,4.5,14000,Bray & Scarff,Unknown,Unknown,low-Budget,42.960978155780666,1299.0,0
Washing Machines,GE 5.0 Cu.Ft. Smart Front Load Washer with Steam,749.0,4.1,22000,Appliance Plus,Unknown,GE,low-Budget,40.99525706199681,749.0,0
Washing Machines,LG 5.0 Cu. ft Front Load Washer,370.99,4.5,12000,Pateora,Free delivery,LG,low-Budget,42.26735366384148,370.99,0
Washing Machines,Whirlpool 4.2 4.3 Cu. ft Top Load Washer with 2-in-1 Removable Agitator wtw4107sw,549.0,3.8,11000,Town Appliance,Unknown,Whirlpool,low-Budget,35.36181753560985,549.0,0
